node,theta,conviction,adopted,adopted_at,exposures,is_seed
217,0.19319745693152207,0.1400481513721458,False,,3,False
218,0.3062571323101953,0.15015990674162566,False,,2,False
219,0.6943570995140789,0.0,False,,0,False
220,0.7619888431408616,0.05433234259822381,False,,4,False
221,0.743534498560878,0.2221034348625187,False,,3,False
222,0.6774321862148469,0.11012907572580079,False,,2,False
223,0.26862423643825617,0.0,False,,0,False
224,0.4561445024582521,0.0,False,,0,False
225,0.6713440707728766,0.12138612433705742,False,,3,False
226,0.3358923328116267,0.0,False,,0,False
227,0.7104915260736241,0.0,False,,0,False
228,0.6836497107412719,0.2682817664034837,False,,5,False
229,0.7395946680209099,0.0,False,,0,False
230,0.358619240507988,0.0,False,,0,False
231,0.8328715771135904,0.10078866684821472,False,,1,False
232,0.13197972431917554,0.13861012892770508,True,40,2,False
233,0.36604630854731046,0.07797942527811008,False,,3,False
234,0.18368210102505603,0.0,False,,0,False
235,0.34075071124810624,0.0,False,,0,False
236,0.7061621308835052,0.18281392135439845,False,,1,False
237,0.7200011738617046,0.22419665324438504,False,,3,False
238,0.23106222348753158,0.0,False,,0,False
239,0.6694111210767207,0.0,False,,0,False
240,0.34624914399464973,0.0,False,,0,False
241,0.8088716060478272,0.0,False,,0,False
242,0.1859803386502612,0.0,False,,0,False
243,0.33180811747961514,0.3000342289339785,False,,2,False
244,0.7803431483128741,0.08217196766045809,False,,4,False
245,0.7719791441181377,0.13993378267529227,False,,3,False
246,0.24227724878030593,0.2785768589950152,True,40,3,False
247,0.23108101104379813,0.4152395408707352,True,13,4,False
248,0.5732994040355386,0.15144967088887332,False,,3,False
249,0.7809536618883756,0.0,False,,0,False
250,0.7873219308044683,0.2117922900335474,False,,4,False
251,0.6698643641937165,0.16349436588924257,False,,3,False
252,0.23286973987222903,0.0,False,,0,False
253,0.5575120858421936,0.2748885862430922,False,,4,False
254,0.8233587700474285,0.18043244282394028,False,,4,False
255,0.5966199822622379,0.5009153336649266,False,,7,False
256,0.7107791323379826,0.14408259315321986,False,,3,False
257,0.820570686426997,0.19113720753699748,False,,3,False
258,0.17891550154628572,0.0,False,,0,False
259,0.14954012009828122,0.31483302873768054,True,13,4,False
260,0.7427451945819135,0.0,False,,0,False
261,0.19331828852376048,0.08155964280666518,False,,2,False
262,0.6924200431209714,0.0,False,,0,False
263,0.7844198222344506,0.0,False,,0,False
264,0.6620553143551821,0.1851148482299953,False,,3,False
265,0.7563007322172987,0.1716784054628825,False,,2,False
266,0.2599669587488577,0.0,False,,0,False
267,0.25329920585021537,0.14650348496056131,False,,2,False
268,0.23941338579489613,0.0,False,,0,False
